 *** DISPLACEMENT ***
  NODE         U              V
    581   1.304924E-08   1.739692E-09
    582   1.304049E-08   1.803719E-09
    583   1.302148E-08   1.801089E-09
    584   1.299386E-08   1.862317E-09
    585   1.298451E-08   1.926070E-09
    586   1.296617E-08   1.923350E-09
    587   1.293862E-08   1.984220E-09
    588   1.292867E-08   2.047700E-09
    589   1.291099E-08   2.044899E-09
    590   1.288348E-08   2.105422E-09
    591   1.287294E-08   2.168630E-09
    592   1.285590E-08   2.165759E-09
    593   1.282843E-08   2.225944E-09
    594   1.281730E-08   2.288880E-09
    595   1.280089E-08   2.285948E-09
    596   1.277340E-08   2.345798E-09
    597   1.276173E-08   2.408471E-09
    598   1.385466E-08   1.360222E-10
    599   1.382420E-08   1.357231E-10
    600   1.391507E-08   2.732568E-10
    601   1.379346E-08   2.031401E-10
    602   1.385390E-08   2.040303E-10
    603   1.388361E-08   2.726392E-10
    604   1.391356E-08   3.415587E-10
    605   1.379222E-08   2.708445E-10
    606   1.376272E-08   2.702652E-10
    607   1.373227E-08   3.371084E-10
    608   1.373038E-08   4.045101E-10
    609   1.370182E-08   4.036687E-10
    610   1.367165E-08   4.699588E-10
    611   1.366911E-08   5.370607E-10
    612   1.364146E-08   5.359746E-10
    613   1.361154E-08   6.017311E-10
    614   1.360836E-08   6.685357E-10
    615   1.358161E-08   6.672215E-10
    616   1.355192E-08   7.324631E-10
    617   1.354809E-08   7.989729E-10
    618   1.352221E-08   7.974466E-10
    619   1.349274E-08   8.621913E-10
    620   1.348828E-08   9.284085E-10
    621   1.346325E-08   9.266853E-10
    622   1.343398E-08   9.909501E-10
    623   1.342889E-08   1.056877E-09
    624   1.340468E-08   1.054972E-09
    625   1.337560E-08   1.118773E-09
    626   1.336989E-08   1.184411E-09
    627   1.334648E-08   1.182337E-09
    628   1.331757E-08   1.245691E-09
    629   1.331123E-08   1.311042E-09
    630   1.328861E-08   1.308814E-09
    631   1.325985E-08   1.371734E-09
    632   1.325290E-08   1.436800E-09
    633   1.323104E-08   1.434430E-09
    634   1.320242E-08   1.496932E-09
    635   1.319485E-08   1.561714E-09
    636   1.317374E-08   1.559215E-09
    637   1.314524E-08   1.621311E-09
    638   1.313707E-08   1.685810E-09
    639   1.311668E-08   1.683194E-09
    640   1.308829E-08   1.744897E-09
    641   1.307951E-08   1.809115E-09
    642   1.305983E-08   1.806394E-09
    643   1.303153E-08   1.867717E-09
    644   1.302216E-08   1.931654E-09
    645   1.300317E-08   1.928838E-09
    646   1.297495E-08   1.989792E-09
    647   1.296498E-08   2.053450E-09
    648   1.294666E-08   2.050550E-09
    649   1.291851E-08   2.111147E-09
    650   1.290794E-08   2.174526E-09
    651   1.289029E-08   2.171552E-09
    652   1.286219E-08   2.231802E-09
    653   1.285103E-08   2.294903E-09
    654   1.283402E-08   2.291865E-09
    655   1.280596E-08   2.351778E-09
    656   1.279422E-08   2.414601E-09
    657   1.277783E-08   2.411508E-09
    658   1.274975E-08   2.471085E-09
    659   1.273747E-08   2.533641E-09
    660   1.385266E-08   2.720313E-10
    661   1.382220E-08   2.714331E-10
    662   1.391171E-08   4.098523E-10
    663   1.379080E-08   3.385451E-10
    664   1.385123E-08   3.400287E-10
    665   1.388027E-08   4.089259E-10
    666   1.390953E-08   4.781360E-10
    667   1.378890E-08   4.062341E-10
    668   1.375941E-08   4.053652E-10
    669   1.372830E-08   4.719063E-10
    670   1.372575E-08   5.392862E-10
    671   1.369720E-08   5.381645E-10
    672   1.366638E-08   6.041551E-10
    673   1.366318E-08   6.712288E-10
    674   1.363554E-08   6.698713E-10
    675   1.360498E-08   7.353309E-10
    676   1.360114E-08   8.021010E-10
    677   1.357440E-08   8.005243E-10
    678   1.354408E-08   8.654713E-10
    679   1.353960E-08   9.319404E-10
    680   1.351373E-08   9.301600E-10
    681   1.348363E-08   9.946123E-10
    682   1.347852E-08   1.060783E-09
    683   1.345350E-08   1.058814E-09
    684   1.342361E-08   1.122788E-09
    685   1.341787E-08   1.188662E-09
    686   1.339368E-08   1.186519E-09
    687   1.336397E-08   1.250031E-09
    688   1.335761E-08   1.315610E-09
    689   1.333423E-08   1.313307E-09
    690   1.330470E-08   1.376373E-09
    691   1.329772E-08   1.441659E-09
    692   1.327512E-08   1.439209E-09
    693   1.324574E-08   1.501844E-09
    694   1.323815E-08   1.566839E-09
    695   1.321632E-08   1.564255E-09
    696   1.318708E-08   1.626472E-09
    697   1.317888E-08   1.691176E-09
    698   1.315780E-08   1.688471E-09
    699   1.312869E-08   1.750283E-09
    700   1.311988E-08   1.814700E-09
    701   1.309952E-08   1.811884E-09
    702   1.307053E-08   1.873305E-09
    703   1.306112E-08   1.937434E-09
    704   1.304147E-08   1.934519E-09
    705   1.301257E-08   1.995561E-09
    706   1.300256E-08   2.059404E-09
    707   1.298361E-08   2.056401E-09
    708   1.295479E-08   2.117076E-09
    709   1.294419E-08   2.180633E-09
    710   1.292591E-08   2.177553E-09
    711   1.289716E-08   2.237870E-09
    712   1.288597E-08   2.301143E-09
    713   1.286835E-08   2.297996E-09
    714   1.283966E-08   2.357967E-09
    715   1.282788E-08   2.420955E-09
    716   1.281090E-08   2.417750E-09
    717   1.278226E-08   2.477385E-09
    718   1.276989E-08   2.540090E-09
    719   1.275354E-08   2.536836E-09
    720   1.272488E-08   2.596135E-09
    721   1.271198E-08   2.658566E-09
    722   1.384932E-08   4.080142E-10
    723   1.381887E-08   4.071170E-10
    724   1.390702E-08   5.464083E-10
    725   1.378681E-08   4.739175E-10
    726   1.384723E-08   4.759943E-10
    727   1.387559E-08   5.451732E-10
    728   1.390417E-08   6.146673E-10
    729   1.378425E-08   5.415845E-10
    730   1.375476E-08   5.404261E-10
    731   1.372301E-08   6.066587E-10
    732   1.371979E-08   6.740103E-10
